index	scenario_id	compound_id	compound_name	smiles	reduced_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected
27	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/623766a1-0906-419f-af92-5ea822018ef1	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					2.17	1 / day	r2 = 0.8728	First order	8.1	pH	20	℃	70	mL	20.5	d	sludge retention time	2.2	2.2	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	26.2					5	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM5)	municipal WW	2.17	4.774	0.319422664	0.14519212	0.336459734	0.678882415	-0.495634273	-0.838056954
28	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/c0bbfaef-20cc-4233-8163-7e81536d3569	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					0.12	1 / day	r2 = 0.0463	First order	7	pH	20	℃	70	mL	99.6	d	sludge retention time	6	6	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	86.2	Biological Oxygen Demand (BOD5)	650				aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND4)	industrial WW	0.12	0.72	5.776226505	0.962704417	-0.920818754	-0.142667504	0.761644215	-0.016507035
29	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f4294a8d-5160-4ec2-8abf-aee6977ec644	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					0.43	1 / day	r2 = 0.8910	First order	8.1	pH	20	℃	70	mL	2.6	d	sludge retention time	2.3	2.3	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	10	Biological Oxygen Demand (BOD5)	160			3	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM4)	municipal WW	0.43	0.989	1.611970187	0.700856603	-0.366531544	-0.004803708	0.207357005	-0.154370831
30	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e759c386-e0b5-4d55-b86b-5e000772e2fa	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					0.02	1 / day	r2 = 0.5054	First order	8.1	pH	20	℃	70	mL	5	d	sludge retention time	9.6	9.6	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	100	Biological Oxygen Demand (BOD5)	3000			22	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND5)	industrial WW	0.02	0.192	34.65735903	3.610141565	-1.698970004	-0.716698771	1.539795465	0.557524232
31	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/4add7a96-a384-46c2-b249-2645126d5787	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					2.7	L / (g TSS * day)	"90% credibility interval: 2.3, 3.3"	Pseudo first order	8.1	pH	21	℃	50	mL	25	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	6.21	2.7	0.111617903	0.048529523	0.7930916	0.431363764	-0.952266139	-1.313993975
32	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e862e05b-0610-43e0-9c5c-8fadd7625544	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					15.62	1 / day	r2 = 0.9934	First order	7.5	pH	20	℃	70	mL	9.8	d	sludge retention time	12.4	12.4	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	24.9	Biological Oxygen Demand (BOD5)	320			9	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM3)	municipal WW	15.62	193.688	0.04437562	0.003578679	1.19368103	2.287102715	-1.352855568	-2.446277254
33	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/4b6494c9-c066-4fa5-8ac7-b0e3a61b28c5	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/3f9f29ac-acd7-490c-8deb-6a863a7c1739/structure/f904b853-fa2c-474a-a51f-4e6405aad87c	Atenolol	CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O	CC(C)NCC(O)COc1ccc(CC(N)=O)cc1					1.5	L / (g TSS * day)	r2 = 0.9970	Pseudo first order	6.2	pH	20	℃	49.95	mL				3	3	g/L			amber glass	50	mL								aerob	nanofiltered ps-MBR effluent	spiking in solvent	shaking		"Duebendorf, Switzerland"	mixed WW (municipal & industrial)	4.5	1.5	0.154032707	0.051344236	0.653212514	0.176091259	-0.812387053	-1.289508307
34	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/b3d518d7-d66d-456a-a889-64610fbd1c45	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					1.05	1 / day	r2 = 0.6400	First order	8.1	pH	20	℃	70	mL	20.5	d	sludge retention time	2.2	2.2	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	26.2					5	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM5)	municipal WW	1.05	2.31	0.660140172	0.300063715	0.021189299	0.36361198	-0.180363838	-0.522786519
35	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/70835a5f-2858-4009-ba76-6b9f84798be0	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.0085	L / (g TSS * day)	"90% credibility interval: 0.000'79, 0.027"	Pseudo first order	6.3	pH	21	℃	50	mL	25	d	sludge age	2	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	0.017	0.0085	40.77336356	20.38668178	-1.769551079	-2.070581074	1.61037654	1.309346544
36	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/0dd31e37-f8a9-44c4-a722-76a4e5e2756b	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					4.26	1 / day	r2 = 0.3766	First order	8.1	pH	20	℃	70	mL	5	d	sludge retention time	9.6	9.6	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	100	Biological Oxygen Demand (BOD5)	3000			22	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND5)	industrial WW	4.26	40.896	0.162710606	0.016949021	0.629409599	1.611680832	-0.788584138	-1.770855371
37	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/69253c7f-ea7d-4015-8c89-065e4826e126	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.26	1 / day	r2 = 0.2293	First order	7	pH	20	℃	70	mL	99.6	d	sludge retention time	6	6	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	86.2	Biological Oxygen Demand (BOD5)	650				aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND4)	industrial WW	0.26	1.56	2.665950694	0.444325116	-0.585026652	0.193124598	0.425852113	-0.352299137
38	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/a898a25e-ea40-4c06-99af-807109a61112	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.21	L / (g TSS * day)	"90% credibility interval: 0.16, 0.30"	Pseudo first order	7.1	pH	23	℃	50	mL	25	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	0.399	0.21	1.737210979	0.914321568	-0.399027104	-0.677780705	0.239852565	-0.038901036
39	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f915ed33-bd5d-45b4-8d18-ea9f4967ab2a	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					3.74	1 / day	r2 = 0.9303	First order	7.3	pH	20	℃	70	mL	12	d	sludge retention time	4.7	4.7	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	86	Chemical Oxygen Demand (COD)	820			6	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND2)	industrial WW	3.74	17.578	0.185333471	0.039432653	0.572871602	1.24496946	-0.732046141	-1.404143999
40	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/33140cd5-d282-493a-812e-2482c88157a8	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					3.19	1 / day	r2 = 0.8289	First order	6.2	pH	20	℃	70	mL	6.1	d	sludge retention time	6.9	6.9	g/L		other	amber glass Schott bottles (loosely capped)	100	mL			Biological Oxygen Demand (BOD5)	1892				aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND3)	industrial WW	3.19	22.011	0.217287517	0.031490945	0.503790683	1.342639774	-0.662965222	-1.501814313
41	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/1db6237a-2b31-4f61-b457-ef9c0897218d	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.66	1 / day	r2 = 0.5035	First order	7	pH	20	℃	70	mL	9.5	d	sludge retention time	6.8	6.8	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	23	Biological Oxygen Demand (BOD5)	500			3	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND1)	mixed WW (municipal & industrial)	0.66	4.488	1.050223001	0.154444559	-0.180456064	0.652052848	0.021281526	-0.811227387
42	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/dffb730f-fec4-471c-9427-ca043c816321	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					3.98	1 / day	r2 = 0.8558	First order	7.6	pH	20	℃	70	mL	5.1	d	sludge retention time	3	3	g/L		nitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	18.6	Biological Oxygen Demand (BOD5)	203			5	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM1)	municipal WW	3.98	11.94	0.174157583	0.058052528	0.599883072	1.077004327	-0.759057611	-1.236178866
43	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/8ce6c813-2d47-4816-9b13-2612da0fa8e9	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					2.17	1 / day	r2 = 0.99	First order	8	pH			100	mL	25	d	sludge age	2.5	2.2	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottles	250	mL						mg/(L * h)		aerob	liquid phase of the activated sludge sample	spiking in solvent	shaking	activated sludge from nitrification basin	"WWTP Duebendorf, Switzerland"	mixed WW (municipal & industrial)	2.17	5.425	0.319422664	0.127769066	0.336459734	0.734399743	-0.495634273	-0.893574281
44	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/a4b0a0b5-4f93-42a2-8999-50db01e4e8bb	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.19	L / (g TSS * day)	"90% credibility interval: 0.17, 0.26"	Pseudo first order	8.1	pH	21	℃	50	mL	25	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	0.437	0.19	1.586149155	0.689630067	-0.359518563	-0.721246399	0.200344024	-0.161383812
45	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/968a756f-e49d-4e92-8f2f-fe66b05e8106	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					5.93	1 / day	r2 = 0.9874	First order	7.6	pH	20	℃	70	mL	5.4	d	sludge retention time	3	3	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	3.3	Biological Oxygen Demand (BOD5)	54			2	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM2)	municipal WW	5.93	17.79	0.116888226	0.038962742	0.773054693	1.250175948	-0.932229232	-1.409350487
46	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/15bb8ae5-0962-4586-af67-40c7d4ff5fc8	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					0.2	1 / day	r2 = 0.7316	First order	8.1	pH	20	℃	70	mL	2.6	d	sludge retention time	2.3	2.3	g/L			amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	10	Biological Oxygen Demand (BOD5)	160			3	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM4)	municipal WW	0.2	0.46	3.465735903	1.506841697	-0.698970004	-0.337242168	0.539795465	0.178067629
47	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/83604c54-e321-4382-9164-66425083eb7c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/29645998-f491-4a83-99e4-3ef443210d91/structure/453d27f9-fdb8-4587-9b5c-7417baec770c	Azoxystrobin	CO/C=C(\C1=C(C=CC=C1)OC2=CC(=NC=N2)OC3=C(C=CC=C3)C#N)/C(=O)OC	CO/C=C(/C(=O)OC)c1ccccc1Oc1cc(Oc2ccccc2C#N)ncn1					8.05	1 / day	r2 = 0.9856	First order	7.5	pH	20	℃	70	mL	9.8	d	sludge retention time	12.4	12.4	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100	mL	NH₄-N	24.9	Biological Oxygen Demand (BOD5)	320			9	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM3)	municipal WW	8.05	99.82	0.08610524	0.006943971	0.90579588	1.999217566	-1.064970419	-2.158392104
48	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/06228c5a-3505-4696-827a-078289716bc7	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/a32884d1-f04d-4d97-8f0d-2399b9dcb5a8/structure/3e9b4c2e-ebd4-48b0-9e7d-a43b7d694f36	Bezafibrate	CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl	CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O					1.8	L / (g TSS * day)	r2 = 0.9857	Pseudo first order	6.2	pH	20	℃	49.95	mL				3	3	g/L			amber glass	50	mL								aerob	nanofiltered ps-MBR effluent	spiking in solvent	shaking		"Duebendorf, Switzerland"	mixed WW (municipal & industrial)	5.4	1.8	0.128360589	0.042786863	0.73239376	0.255272505	-0.891568299	-1.368689553
49	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/5b4a2c73-17d9-4f2e-9380-49ba5d33a38c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/7e016540-4462-4b1d-b738-308e2c4f75a2/structure/5d1504c3-9d70-48d6-9079-ad59002bd814	Carbetaminde	CCNC(=O)C(C)OC(=O)NC1=CC=CC=C1	CCNC(=O)C(C)OC(=O)Nc1ccccc1					0.03	L / (g TSS * day)	r2 = 0.9930	Pseudo first order	6.2	pH	20	℃	49.95	mL				3	3	g/L			amber glass	50	mL								aerob	nanofiltered ps-MBR effluent	spiking in solvent	shaking		"Duebendorf, Switzerland"	mixed WW (municipal & industrial)	0.09	0.03	7.70163534	2.56721178	-1.045757491	-1.522878745	0.886582952	0.409461697
50	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/29316a0a-7975-4aeb-bb80-d94d9151cc94	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/fac6c57b-f63c-4228-9d55-9ee03f24d90b/structure/dd4afa04-9609-489f-8425-2480a674d119	Chlortoluron	CC1=CC=C(C=C1Cl)NC(=O)N(C)C	Cc1ccc(NC(=O)N(C)C)cc1Cl					1.45	1 / day	r2 = 0.88	First order	8	pH			100	mL	25	d	sludge age	2.5	2.2	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottles	250	mL						mg/(L * h)		aerob	liquid phase of the activated sludge sample	spiking in solvent	shaking	activated sludge from nitrification basin	"WWTP Duebendorf, Switzerland"	mixed WW (municipal & industrial)	1.45	3.625	0.478032538	0.191213015	0.161368002	0.559308011	-0.320542541	-0.71848255
51	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/27c54da9-e462-41be-98b1-892dfacc75bf	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/21f7fc62-1ae2-45a9-9dfe-28cc43691dac/structure/1a3fec5d-67b8-42cf-9b97-407b41c193ec	DEET	CCN(CC)C(=O)C1=CC(=CC=C1)C	CCN(CC)C(=O)c1cccc(C)c1					1.08	1 / day	r2 = 0.90	First order	8	pH			100	mL	25	d	sludge age	2.5	2.2	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottles	250	mL						mg/(L * h)		aerob	liquid phase of the activated sludge sample	spiking in solvent	shaking	activated sludge from nitrification basin	"WWTP Duebendorf, Switzerland"	mixed WW (municipal & industrial)	1.08	2.7	0.641802945	0.256721178	0.033423755	0.431363764	-0.192598294	-0.590538303
52	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/a371dec8-4bc3-434f-802b-c9397e1df179	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/21f7fc62-1ae2-45a9-9dfe-28cc43691dac/structure/1a3fec5d-67b8-42cf-9b97-407b41c193ec	DEET	CCN(CC)C(=O)C1=CC(=CC=C1)C	CCN(CC)C(=O)c1cccc(C)c1					0.03	L / (g TSS * day)	r2 = 0.9408	Pseudo first order	6.2	pH	20	℃	49.95	mL				3	3	g/L			amber glass	50	mL								aerob	nanofiltered ps-MBR effluent	spiking in solvent	shaking		"Duebendorf, Switzerland"	mixed WW (municipal & industrial)	0.09	0.03	7.70163534	2.56721178	-1.045757491	-1.522878745	0.886582952	0.409461697
53	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/7b7a9de1-4957-4892-86ae-6be042a9189f	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/85c3eedd-ca8e-4200-bf81-3100f2c07bb6/structure/5564f85b-eb78-4476-bfc4-c5fbd4424b46	Deprenyl 	C#CCN(C)C(C)CC1=CC=CC=C1	C#CCN(C)C(C)Cc1ccccc1					0.43	L / (g TSS * day)	"90% credibility interval: 0.34, 0.61"	Pseudo first order	7.1	pH	23	℃	50	mL	25	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	0.817	0.43	0.848405362	0.446529138	-0.087777943	-0.366531544	-0.071396595	-0.350150196
54	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f0d74f47-ced8-4590-b8a8-83f2f67501bd	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/85c3eedd-ca8e-4200-bf81-3100f2c07bb6/structure/5564f85b-eb78-4476-bfc4-c5fbd4424b46	Deprenyl 	C#CCN(C)C(C)CC1=CC=CC=C1	C#CCN(C)C(C)Cc1ccccc1					0.96	L / (g TSS * day)	"90% credibility interval: 0.84, 1.2"	Pseudo first order	8.1	pH	21	℃	50	mL	25	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	"WWTP Duebendorf (ARA Neugut), Switzerland"	mixed WW (municipal & industrial)	2.208	0.96	0.313925354	0.136489284	0.343999069	-0.017728767	-0.503173608	-0.864901444
